"Id";"Edad";"Producto";"Diseno";"Puntaje"
895;"Joven";"Caramelos";"LaKajita";5
895;"Joven";"Caramelos";"DisenoColor";5
896;"Joven";"Queque";"PackPro";4
896;"Joven";"Queque";"KoolDesign";4
896;"Joven";"Queque";"LaKajita";1
896;"Joven";"Queque";"DisenoColor";4
897;"Joven";"Queque";"PackPro";3
897;"Joven";"Queque";"KoolDesign";5
897;"Joven";"Queque";"LaKajita";6
897;"Joven";"Queque";"DisenoColor";1
898;"Joven";"Galletas";"PackPro";5
898;"Joven";"Galletas";"KoolDesign";3
898;"Joven";"Galletas";"LaKajita";6
898;"Joven";"Galletas";"DisenoColor";2
899;"Adulto";"Caramelos";"PackPro";3
899;"Adulto";"Caramelos";"KoolDesign";5
899;"Adulto";"Caramelos";"LaKajita";6
899;"Adulto";"Caramelos";"DisenoColor";7
900;"Adulto";"Cuchufli";"PackPro";2
900;"Adulto";"Cuchufli";"KoolDesign";6
900;"Adulto";"Cuchufli";"LaKajita";6
900;"Adulto";"Cuchufli";"DisenoColor";2
901;"Joven";"Alfajor";"PackPro";4
901;"Joven";"Alfajor";"KoolDesign";4
901;"Joven";"Alfajor";"LaKajita";4
901;"Joven";"Alfajor";"DisenoColor";7
902;"Adulto";"Alfajor";"PackPro";2
902;"Adulto";"Alfajor";"KoolDesign";6
902;"Adulto";"Alfajor";"LaKajita";3
902;"Adulto";"Alfajor";"DisenoColor";2
903;"Adulto";"Alfajor";"PackPro";1
903;"Adulto";"Alfajor";"KoolDesign";7
903;"Adulto";"Alfajor";"LaKajita";4
903;"Adulto";"Alfajor";"DisenoColor";4
904;"Joven";"Queque";"PackPro";4
904;"Joven";"Queque";"KoolDesign";4
904;"Joven";"Queque";"LaKajita";5
904;"Joven";"Queque";"DisenoColor";5
905;"Adulto";"Queque";"PackPro";2
905;"Adulto";"Queque";"KoolDesign";6
905;"Adulto";"Queque";"LaKajita";5
905;"Adulto";"Queque";"DisenoColor";5
906;"Nino";"Chocolate";"PackPro";6
906;"Nino";"Chocolate";"KoolDesign";2
906;"Nino";"Chocolate";"LaKajita";3
906;"Nino";"Chocolate";"DisenoColor";5
907;"Joven";"Chocolate";"PackPro";4
907;"Joven";"Chocolate";"KoolDesign";4
907;"Joven";"Chocolate";"LaKajita";4
907;"Joven";"Chocolate";"DisenoColor";2
908;"Joven";"Caramelos";"PackPro";4
908;"Joven";"Caramelos";"KoolDesign";4
908;"Joven";"Caramelos";"LaKajita";2
908;"Joven";"Caramelos";"DisenoColor";2
909;"Adulto";"Queque";"PackPro";2
909;"Adulto";"Queque";"KoolDesign";6
909;"Adulto";"Queque";"LaKajita";4
909;"Adulto";"Queque";"DisenoColor";1
910;"Nino";"Caramelos";"PackPro";5
910;"Nino";"Caramelos";"KoolDesign";3
910;"Nino";"Caramelos";"LaKajita";2
910;"Nino";"Caramelos";"DisenoColor";5
911;"Joven";"Chocolate";"PackPro";4
911;"Joven";"Chocolate";"KoolDesign";3
911;"Joven";"Chocolate";"LaKajita";2
911;"Joven";"Chocolate";"DisenoColor";1
912;"Joven";"Galletas";"PackPro";3
912;"Joven";"Galletas";"KoolDesign";5
912;"Joven";"Galletas";"LaKajita";4
912;"Joven";"Galletas";"DisenoColor";5
913;"Adulto";"Cuchufli";"PackPro";2
913;"Adulto";"Cuchufli";"KoolDesign";6
913;"Adulto";"Cuchufli";"LaKajita";4
913;"Adulto";"Cuchufli";"DisenoColor";3
914;"Adulto";"Queque";"PackPro";3
914;"Adulto";"Queque";"KoolDesign";5
914;"Adulto";"Queque";"LaKajita";5
914;"Adulto";"Queque";"DisenoColor";3
915;"Joven";"Caramelos";"PackPro";4
915;"Joven";"Caramelos";"KoolDesign";4
915;"Joven";"Caramelos";"LaKajita";7
915;"Joven";"Caramelos";"DisenoColor";4
916;"Joven";"Queque";"PackPro";3
916;"Joven";"Queque";"KoolDesign";5
916;"Joven";"Queque";"LaKajita";3
916;"Joven";"Queque";"DisenoColor";4
917;"Joven";"Cuchufli";"PackPro";3
917;"Joven";"Cuchufli";"KoolDesign";5
917;"Joven";"Cuchufli";"LaKajita";4
917;"Joven";"Cuchufli";"DisenoColor";4
918;"Joven";"Galletas";"PackPro";5
918;"Joven";"Galletas";"KoolDesign";3
918;"Joven";"Galletas";"LaKajita";7
918;"Joven";"Galletas";"DisenoColor";2
919;"Adulto";"Caramelos";"PackPro";1
919;"Adulto";"Caramelos";"KoolDesign";7
919;"Adulto";"Caramelos";"LaKajita";1
919;"Adulto";"Caramelos";"DisenoColor";2
920;"Adulto";"Caramelos";"PackPro";1
920;"Adulto";"Caramelos";"KoolDesign";7
920;"Adulto";"Caramelos";"LaKajita";5
920;"Adulto";"Caramelos";"DisenoColor";3
921;"Joven";"Galletas";"PackPro";5
921;"Joven";"Galletas";"KoolDesign";3
921;"Joven";"Galletas";"LaKajita";2
921;"Joven";"Galletas";"DisenoColor";4
922;"Adulto";"Caramelos";"PackPro";3
922;"Adulto";"Caramelos";"KoolDesign";5
922;"Adulto";"Caramelos";"LaKajita";3
922;"Adulto";"Caramelos";"DisenoColor";7
923;"Joven";"Queque";"PackPro";4
923;"Joven";"Queque";"KoolDesign";5
923;"Joven";"Queque";"LaKajita";6
923;"Joven";"Queque";"DisenoColor";3
924;"Joven";"Cuchufli";"PackPro";3
924;"Joven";"Cuchufli";"KoolDesign";5
924;"Joven";"Cuchufli";"LaKajita";5
924;"Joven";"Cuchufli";"DisenoColor";6
925;"Nino";"Queque";"PackPro";7
925;"Nino";"Queque";"KoolDesign";1
925;"Nino";"Queque";"LaKajita";5
925;"Nino";"Queque";"DisenoColor";6
926;"Nino";"Galletas";"PackPro";7
926;"Nino";"Galletas";"KoolDesign";1
926;"Nino";"Galletas";"LaKajita";6
926;"Nino";"Galletas";"DisenoColor";4
927;"Joven";"Caramelos";"PackPro";4
927;"Joven";"Caramelos";"KoolDesign";5
927;"Joven";"Caramelos";"LaKajita";2
927;"Joven";"Caramelos";"DisenoColor";7
928;"Joven";"Galletas";"PackPro";3
928;"Joven";"Galletas";"KoolDesign";5
928;"Joven";"Galletas";"LaKajita";4
928;"Joven";"Galletas";"DisenoColor";5
929;"Joven";"Galletas";"PackPro";3
929;"Joven";"Galletas";"KoolDesign";5
929;"Joven";"Galletas";"LaKajita";1
929;"Joven";"Galletas";"DisenoColor";6
930;"Nino";"Alfajor";"PackPro";7
930;"Nino";"Alfajor";"KoolDesign";1
930;"Nino";"Alfajor";"LaKajita";6
930;"Nino";"Alfajor";"DisenoColor";3
931;"Adulto";"Chocolate";"PackPro";2
931;"Adulto";"Chocolate";"KoolDesign";6
931;"Adulto";"Chocolate";"LaKajita";3
931;"Adulto";"Chocolate";"DisenoColor";2
932;"Nino";"Caramelos";"PackPro";7
932;"Nino";"Caramelos";"KoolDesign";1
932;"Nino";"Caramelos";"LaKajita";5
932;"Nino";"Caramelos";"DisenoColor";2
933;"Nino";"Queque";"PackPro";5
933;"Nino";"Queque";"KoolDesign";3
933;"Nino";"Queque";"LaKajita";3
933;"Nino";"Queque";"DisenoColor";3
934;"Adulto";"Alfajor";"PackPro";2
934;"Adulto";"Alfajor";"KoolDesign";6
934;"Adulto";"Alfajor";"LaKajita";2
934;"Adulto";"Alfajor";"DisenoColor";6
935;"Nino";"Alfajor";"PackPro";7
935;"Nino";"Alfajor";"KoolDesign";1
935;"Nino";"Alfajor";"LaKajita";5
935;"Nino";"Alfajor";"DisenoColor";6
936;"Nino";"Galletas";"PackPro";6
936;"Nino";"Galletas";"KoolDesign";2
936;"Nino";"Galletas";"LaKajita";3
936;"Nino";"Galletas";"DisenoColor";1
937;"Adulto";"Caramelos";"PackPro";1
937;"Adulto";"Caramelos";"KoolDesign";7
937;"Adulto";"Caramelos";"LaKajita";4
937;"Adulto";"Caramelos";"DisenoColor";5
938;"Adulto";"Queque";"PackPro";3
938;"Adulto";"Queque";"KoolDesign";6
938;"Adulto";"Queque";"LaKajita";3
938;"Adulto";"Queque";"DisenoColor";4
939;"Joven";"Cuchufli";"PackPro";3
939;"Joven";"Cuchufli";"KoolDesign";5
939;"Joven";"Cuchufli";"LaKajita";4
939;"Joven";"Cuchufli";"DisenoColor";6
940;"Adulto";"Chocolate";"PackPro";2
940;"Adulto";"Chocolate";"KoolDesign";6
940;"Adulto";"Chocolate";"LaKajita";5
940;"Adulto";"Chocolate";"DisenoColor";6
941;"Nino";"Chocolate";"PackPro";6
941;"Nino";"Chocolate";"KoolDesign";2
941;"Nino";"Chocolate";"LaKajita";7
941;"Nino";"Chocolate";"DisenoColor";4
942;"Adulto";"Galletas";"PackPro";3
942;"Adulto";"Galletas";"KoolDesign";5
942;"Adulto";"Galletas";"LaKajita";2
942;"Adulto";"Galletas";"DisenoColor";6
943;"Joven";"Queque";"PackPro";4
943;"Joven";"Queque";"KoolDesign";4
943;"Joven";"Queque";"LaKajita";5
943;"Joven";"Queque";"DisenoColor";3
944;"Adulto";"Caramelos";"PackPro";3
944;"Adulto";"Caramelos";"KoolDesign";5
944;"Adulto";"Caramelos";"LaKajita";2
944;"Adulto";"Caramelos";"DisenoColor";5
945;"Joven";"Chocolate";"PackPro";4
945;"Joven";"Chocolate";"KoolDesign";4
945;"Joven";"Chocolate";"LaKajita";4
945;"Joven";"Chocolate";"DisenoColor";3
946;"Nino";"Galletas";"PackPro";6
946;"Nino";"Galletas";"KoolDesign";2
946;"Nino";"Galletas";"LaKajita";7
946;"Nino";"Galletas";"DisenoColor";3
947;"Adulto";"Galletas";"PackPro";2
947;"Adulto";"Galletas";"KoolDesign";6
947;"Adulto";"Galletas";"LaKajita";2
947;"Adulto";"Galletas";"DisenoColor";2
948;"Nino";"Alfajor";"PackPro";6
948;"Nino";"Alfajor";"KoolDesign";2
948;"Nino";"Alfajor";"LaKajita";2
948;"Nino";"Alfajor";"DisenoColor";3
949;"Nino";"Queque";"PackPro";6
949;"Nino";"Queque";"KoolDesign";2
949;"Nino";"Queque";"LaKajita";5
949;"Nino";"Queque";"DisenoColor";2
950;"Adulto";"Queque";"PackPro";2
950;"Adulto";"Queque";"KoolDesign";6
950;"Adulto";"Queque";"LaKajita";4
950;"Adulto";"Queque";"DisenoColor";1
951;"Adulto";"Caramelos";"PackPro";2
951;"Adulto";"Caramelos";"KoolDesign";6
951;"Adulto";"Caramelos";"LaKajita";3
951;"Adulto";"Caramelos";"DisenoColor";4
952;"Nino";"Caramelos";"PackPro";5
952;"Nino";"Caramelos";"KoolDesign";3
952;"Nino";"Caramelos";"LaKajita";4
952;"Nino";"Caramelos";"DisenoColor";5
953;"Nino";"Caramelos";"PackPro";5
953;"Nino";"Caramelos";"KoolDesign";3
953;"Nino";"Caramelos";"LaKajita";5
953;"Nino";"Caramelos";"DisenoColor";5
954;"Nino";"Alfajor";"PackPro";6
954;"Nino";"Alfajor";"KoolDesign";2
954;"Nino";"Alfajor";"LaKajita";4
954;"Nino";"Alfajor";"DisenoColor";4
955;"Adulto";"Caramelos";"PackPro";2
955;"Adulto";"Caramelos";"KoolDesign";6
955;"Adulto";"Caramelos";"LaKajita";4
955;"Adulto";"Caramelos";"DisenoColor";3
956;"Joven";"Caramelos";"PackPro";3
956;"Joven";"Caramelos";"KoolDesign";5
956;"Joven";"Caramelos";"LaKajita";6
956;"Joven";"Caramelos";"DisenoColor";3
957;"Adulto";"Chocolate";"PackPro";1
957;"Adulto";"Chocolate";"KoolDesign";7
957;"Adulto";"Chocolate";"LaKajita";1
957;"Adulto";"Chocolate";"DisenoColor";6
958;"Joven";"Galletas";"PackPro";4
958;"Joven";"Galletas";"KoolDesign";4
958;"Joven";"Galletas";"LaKajita";3
958;"Joven";"Galletas";"DisenoColor";6
959;"Nino";"Galletas";"PackPro";6
959;"Nino";"Galletas";"KoolDesign";2
959;"Nino";"Galletas";"LaKajita";4
959;"Nino";"Galletas";"DisenoColor";7
960;"Adulto";"Queque";"PackPro";3
960;"Adulto";"Queque";"KoolDesign";5
960;"Adulto";"Queque";"LaKajita";3
960;"Adulto";"Queque";"DisenoColor";2
961;"Adulto";"Chocolate";"PackPro";3
961;"Adulto";"Chocolate";"KoolDesign";5
961;"Adulto";"Chocolate";"LaKajita";6
961;"Adulto";"Chocolate";"DisenoColor";2
962;"Nino";"Caramelos";"PackPro";6
962;"Nino";"Caramelos";"KoolDesign";2
962;"Nino";"Caramelos";"LaKajita";2
962;"Nino";"Caramelos";"DisenoColor";2
963;"Nino";"Alfajor";"PackPro";5
963;"Nino";"Alfajor";"KoolDesign";3
963;"Nino";"Alfajor";"LaKajita";6
963;"Nino";"Alfajor";"DisenoColor";6
964;"Nino";"Chocolate";"PackPro";7
964;"Nino";"Chocolate";"KoolDesign";1
964;"Nino";"Chocolate";"LaKajita";2
964;"Nino";"Chocolate";"DisenoColor";3
965;"Nino";"Chocolate";"PackPro";5
965;"Nino";"Chocolate";"KoolDesign";3
965;"Nino";"Chocolate";"LaKajita";6
965;"Nino";"Chocolate";"DisenoColor";6
966;"Adulto";"Alfajor";"PackPro";3
966;"Adulto";"Alfajor";"KoolDesign";5
966;"Adulto";"Alfajor";"LaKajita";7
966;"Adulto";"Alfajor";"DisenoColor";2
967;"Joven";"Cuchufli";"PackPro";4
967;"Joven";"Cuchufli";"KoolDesign";4
967;"Joven";"Cuchufli";"LaKajita";3
967;"Joven";"Cuchufli";"DisenoColor";3
968;"Joven";"Caramelos";"PackPro";3
968;"Joven";"Caramelos";"KoolDesign";5
968;"Joven";"Caramelos";"LaKajita";6
968;"Joven";"Caramelos";"DisenoColor";2
969;"Adulto";"Caramelos";"PackPro";1
969;"Adulto";"Caramelos";"KoolDesign";7
969;"Adulto";"Caramelos";"LaKajita";6
969;"Adulto";"Caramelos";"DisenoColor";3
970;"Joven";"Cuchufli";"PackPro";4
970;"Joven";"Cuchufli";"KoolDesign";4
970;"Joven";"Cuchufli";"LaKajita";5
970;"Joven";"Cuchufli";"DisenoColor";5
971;"Nino";"Galletas";"PackPro";7
971;"Nino";"Galletas";"KoolDesign";1
971;"Nino";"Galletas";"LaKajita";4
971;"Nino";"Galletas";"DisenoColor";5
972;"Joven";"Chocolate";"PackPro";3
972;"Joven";"Chocolate";"KoolDesign";5
972;"Joven";"Chocolate";"LaKajita";6
972;"Joven";"Chocolate";"DisenoColor";5
973;"Joven";"Chocolate";"PackPro";4
973;"Joven";"Chocolate";"KoolDesign";4
973;"Joven";"Chocolate";"LaKajita";1
973;"Joven";"Chocolate";"DisenoColor";6
974;"Joven";"Galletas";"PackPro";4
974;"Joven";"Galletas";"KoolDesign";4
974;"Joven";"Galletas";"LaKajita";1
974;"Joven";"Galletas";"DisenoColor";5
975;"Adulto";"Alfajor";"PackPro";2
975;"Adulto";"Alfajor";"KoolDesign";6
975;"Adulto";"Alfajor";"LaKajita";5
975;"Adulto";"Alfajor";"DisenoColor";2
976;"Joven";"Galletas";"PackPro";4
976;"Joven";"Galletas";"KoolDesign";4
976;"Joven";"Galletas";"LaKajita";3
976;"Joven";"Galletas";"DisenoColor";6
977;"Joven";"Caramelos";"PackPro";4
977;"Joven";"Caramelos";"KoolDesign";4
977;"Joven";"Caramelos";"LaKajita";6
977;"Joven";"Caramelos";"DisenoColor";4
978;"Adulto";"Caramelos";"PackPro";3
978;"Adulto";"Caramelos";"KoolDesign";5
978;"Adulto";"Caramelos";"LaKajita";4
978;"Adulto";"Caramelos";"DisenoColor";4
979;"Adulto";"Queque";"PackPro";2
979;"Adulto";"Queque";"KoolDesign";6
979;"Adulto";"Queque";"LaKajita";4
979;"Adulto";"Queque";"DisenoColor";4
980;"Adulto";"Galletas";"PackPro";3
980;"Adulto";"Galletas";"KoolDesign";5
980;"Adulto";"Galletas";"LaKajita";2
980;"Adulto";"Galletas";"DisenoColor";3
981;"Joven";"Caramelos";"PackPro";3
981;"Joven";"Caramelos";"KoolDesign";5
981;"Joven";"Caramelos";"LaKajita";2
981;"Joven";"Caramelos";"DisenoColor";4
982;"Nino";"Caramelos";"PackPro";7
982;"Nino";"Caramelos";"KoolDesign";1
982;"Nino";"Caramelos";"LaKajita";3
982;"Nino";"Caramelos";"DisenoColor";6
983;"Joven";"Alfajor";"PackPro";4
983;"Joven";"Alfajor";"KoolDesign";4
983;"Joven";"Alfajor";"LaKajita";6
983;"Joven";"Alfajor";"DisenoColor";2
984;"Joven";"Caramelos";"PackPro";4
984;"Joven";"Caramelos";"KoolDesign";4
984;"Joven";"Caramelos";"LaKajita";2
984;"Joven";"Caramelos";"DisenoColor";3
985;"Adulto";"Alfajor";"PackPro";1
985;"Adulto";"Alfajor";"KoolDesign";7
985;"Adulto";"Alfajor";"LaKajita";3
985;"Adulto";"Alfajor";"DisenoColor";3
986;"Joven";"Queque";"PackPro";4
986;"Joven";"Queque";"KoolDesign";4
986;"Joven";"Queque";"LaKajita";4
986;"Joven";"Queque";"DisenoColor";1
987;"Joven";"Alfajor";"PackPro";5
987;"Joven";"Alfajor";"KoolDesign";3
987;"Joven";"Alfajor";"LaKajita";1
987;"Joven";"Alfajor";"DisenoColor";5
988;"Joven";"Cuchufli";"PackPro";5
988;"Joven";"Cuchufli";"KoolDesign";3
988;"Joven";"Cuchufli";"LaKajita";2
988;"Joven";"Cuchufli";"DisenoColor";6
989;"Nino";"Galletas";"PackPro";5
989;"Nino";"Galletas";"KoolDesign";3
989;"Nino";"Galletas";"LaKajita";5
989;"Nino";"Galletas";"DisenoColor";4
990;"Adulto";"Cuchufli";"PackPro";2
990;"Adulto";"Cuchufli";"KoolDesign";6
990;"Adulto";"Cuchufli";"LaKajita";7
990;"Adulto";"Cuchufli";"DisenoColor";6
991;"Adulto";"Queque";"PackPro";1
991;"Adulto";"Queque";"KoolDesign";7
991;"Adulto";"Queque";"LaKajita";6
991;"Adulto";"Queque";"DisenoColor";5
992;"Nino";"Galletas";"PackPro";6
992;"Nino";"Galletas";"KoolDesign";2
992;"Nino";"Galletas";"LaKajita";3
992;"Nino";"Galletas";"DisenoColor";4
993;"Nino";"Galletas";"PackPro";5
993;"Nino";"Galletas";"KoolDesign";3
993;"Nino";"Galletas";"LaKajita";4
993;"Nino";"Galletas";"DisenoColor";5
994;"Adulto";"Cuchufli";"PackPro";1
994;"Adulto";"Cuchufli";"KoolDesign";7
994;"Adulto";"Cuchufli";"LaKajita";5
994;"Adulto";"Cuchufli";"DisenoColor";6
995;"Joven";"Caramelos";"PackPro";5
995;"Joven";"Caramelos";"KoolDesign";3
995;"Joven";"Caramelos";"LaKajita";4
995;"Joven";"Caramelos";"DisenoColor";6
996;"Joven";"Cuchufli";"PackPro";4
996;"Joven";"Cuchufli";"KoolDesign";4
996;"Joven";"Cuchufli";"LaKajita";1
996;"Joven";"Cuchufli";"DisenoColor";6
997;"Adulto";"Alfajor";"PackPro";2
997;"Adulto";"Alfajor";"KoolDesign";6
997;"Adulto";"Alfajor";"LaKajita";7
997;"Adulto";"Alfajor";"DisenoColor";7
998;"Adulto";"Cuchufli";"PackPro";1
998;"Adulto";"Cuchufli";"KoolDesign";7
998;"Adulto";"Cuchufli";"LaKajita";2
998;"Adulto";"Cuchufli";"DisenoColor";3
999;"Joven";"Queque";"PackPro";5
999;"Joven";"Queque";"KoolDesign";3
999;"Joven";"Queque";"LaKajita";2
999;"Joven";"Queque";"DisenoColor";3
1000;"Adulto";"Queque";"PackPro";2
1000;"Adulto";"Queque";"KoolDesign";6
1000;"Adulto";"Queque";"LaKajita";7
1000;"Adulto";"Queque";"DisenoColor";5
1001;"Adulto";"Queque";"PackPro";2
1001;"Adulto";"Queque";"KoolDesign";6
1001;"Adulto";"Queque";"LaKajita";3
1001;"Adulto";"Queque";"DisenoColor";2
1002;"Joven";"Queque";"PackPro";4
1002;"Joven";"Queque";"KoolDesign";4
1002;"Joven";"Queque";"LaKajita";2
1002;"Joven";"Queque";"DisenoColor";4
1003;"Nino";"Galletas";"PackPro";7
1003;"Nino";"Galletas";"KoolDesign";1
1003;"Nino";"Galletas";"LaKajita";2
1003;"Nino";"Galletas";"DisenoColor";6
1004;"Joven";"Queque";"PackPro";5
1004;"Joven";"Queque";"KoolDesign";3
1004;"Joven";"Queque";"LaKajita";2
1004;"Joven";"Queque";"DisenoColor";4
1005;"Joven";"Caramelos";"PackPro";5
1005;"Joven";"Caramelos";"KoolDesign";3
1005;"Joven";"Caramelos";"LaKajita";2
1005;"Joven";"Caramelos";"DisenoColor";6
1006;"Joven";"Caramelos";"PackPro";4
1006;"Joven";"Caramelos";"KoolDesign";4
1006;"Joven";"Caramelos";"LaKajita";2
1006;"Joven";"Caramelos";"DisenoColor";6
1007;"Nino";"Galletas";"PackPro";6
1007;"Nino";"Galletas";"KoolDesign";2
1007;"Nino";"Galletas";"LaKajita";1
1007;"Nino";"Galletas";"DisenoColor";5
1008;"Joven";"Caramelos";"PackPro";4
1008;"Joven";"Caramelos";"KoolDesign";4
1008;"Joven";"Caramelos";"LaKajita";5
1008;"Joven";"Caramelos";"DisenoColor";6
1009;"Joven";"Alfajor";"PackPro";5
1009;"Joven";"Alfajor";"KoolDesign";3
1009;"Joven";"Alfajor";"LaKajita";5
1009;"Joven";"Alfajor";"DisenoColor";3
1010;"Joven";"Chocolate";"PackPro";4
1010;"Joven";"Chocolate";"KoolDesign";5
1010;"Joven";"Chocolate";"LaKajita";3
1010;"Joven";"Chocolate";"DisenoColor";6
1011;"Adulto";"Chocolate";"PackPro";3
1011;"Adulto";"Chocolate";"KoolDesign";5
1011;"Adulto";"Chocolate";"LaKajita";3
1011;"Adulto";"Chocolate";"DisenoColor";6
1012;"Nino";"Cuchufli";"PackPro";7
1012;"Nino";"Cuchufli";"KoolDesign";1
1012;"Nino";"Cuchufli";"LaKajita";3
1012;"Nino";"Cuchufli";"DisenoColor";4
1013;"Nino";"Queque";"PackPro";6
1013;"Nino";"Queque";"KoolDesign";2
1013;"Nino";"Queque";"LaKajita";3
1013;"Nino";"Queque";"DisenoColor";3
1014;"Adulto";"Caramelos";"PackPro";3
1014;"Adulto";"Caramelos";"KoolDesign";5
1014;"Adulto";"Caramelos";"LaKajita";3
1014;"Adulto";"Caramelos";"DisenoColor";4
1015;"Joven";"Queque";"PackPro";4
1015;"Joven";"Queque";"KoolDesign";3
1015;"Joven";"Queque";"LaKajita";2
1015;"Joven";"Queque";"DisenoColor";6
1016;"Joven";"Queque";"PackPro";4
1016;"Joven";"Queque";"KoolDesign";4
1016;"Joven";"Queque";"LaKajita";4
1016;"Joven";"Queque";"DisenoColor";5
1017;"Joven";"Cuchufli";"PackPro";4
1017;"Joven";"Cuchufli";"KoolDesign";4
1017;"Joven";"Cuchufli";"LaKajita";5
1017;"Joven";"Cuchufli";"DisenoColor";5
1018;"Adulto";"Galletas";"PackPro";2
1018;"Adulto";"Galletas";"KoolDesign";6
1018;"Adulto";"Galletas";"LaKajita";4
1018;"Adulto";"Galletas";"DisenoColor";6
1019;"Nino";"Galletas";"PackPro";6
1019;"Nino";"Galletas";"KoolDesign";2
1019;"Nino";"Galletas";"LaKajita";1
1019;"Nino";"Galletas";"DisenoColor";6
1020;"Nino";"Alfajor";"PackPro";7
1020;"Nino";"Alfajor";"KoolDesign";1
1020;"Nino";"Alfajor";"LaKajita";7
1020;"Nino";"Alfajor";"DisenoColor";1
1021;"Adulto";"Cuchufli";"PackPro";2
1021;"Adulto";"Cuchufli";"KoolDesign";6
1021;"Adulto";"Cuchufli";"LaKajita";2
1021;"Adulto";"Cuchufli";"DisenoColor";4
1022;"Joven";"Cuchufli";"PackPro";4
1022;"Joven";"Cuchufli";"KoolDesign";4
1022;"Joven";"Cuchufli";"LaKajita";3
1022;"Joven";"Cuchufli";"DisenoColor";6
1023;"Joven";"Caramelos";"PackPro";4
1023;"Joven";"Caramelos";"KoolDesign";4
1023;"Joven";"Caramelos";"LaKajita";3
1023;"Joven";"Caramelos";"DisenoColor";4
1024;"Adulto";"Alfajor";"PackPro";1
1024;"Adulto";"Alfajor";"KoolDesign";7
1024;"Adulto";"Alfajor";"LaKajita";6
1024;"Adulto";"Alfajor";"DisenoColor";5
1025;"Joven";"Galletas";"PackPro";3
1025;"Joven";"Galletas";"KoolDesign";5
1025;"Joven";"Galletas";"LaKajita";5
1025;"Joven";"Galletas";"DisenoColor";4
1026;"Adulto";"Chocolate";"PackPro";2
1026;"Adulto";"Chocolate";"KoolDesign";6
1026;"Adulto";"Chocolate";"LaKajita";6
1026;"Adulto";"Chocolate";"DisenoColor";4
1027;"Adulto";"Chocolate";"PackPro";2
1027;"Adulto";"Chocolate";"KoolDesign";6
1027;"Adulto";"Chocolate";"LaKajita";6
1027;"Adulto";"Chocolate";"DisenoColor";6
1028;"Adulto";"Galletas";"PackPro";2
1028;"Adulto";"Galletas";"KoolDesign";6
1028;"Adulto";"Galletas";"LaKajita";3
1028;"Adulto";"Galletas";"DisenoColor";4
1029;"Nino";"Cuchufli";"PackPro";6
1029;"Nino";"Cuchufli";"KoolDesign";2
1029;"Nino";"Cuchufli";"LaKajita";3
1029;"Nino";"Cuchufli";"DisenoColor";6
1030;"Joven";"Queque";"PackPro";4
1030;"Joven";"Queque";"KoolDesign";4
1030;"Joven";"Queque";"LaKajita";7
1030;"Joven";"Queque";"DisenoColor";2
1031;"Nino";"Caramelos";"PackPro";5
1031;"Nino";"Caramelos";"KoolDesign";3
1031;"Nino";"Caramelos";"LaKajita";6
1031;"Nino";"Caramelos";"DisenoColor";5
1032;"Adulto";"Caramelos";"PackPro";3
1032;"Adulto";"Caramelos";"KoolDesign";6
1032;"Adulto";"Caramelos";"LaKajita";4
1032;"Adulto";"Caramelos";"DisenoColor";6
1033;"Joven";"Caramelos";"PackPro";5
1033;"Joven";"Caramelos";"KoolDesign";3
1033;"Joven";"Caramelos";"LaKajita";6
1033;"Joven";"Caramelos";"DisenoColor";2
1034;"Adulto";"Caramelos";"PackPro";3
1034;"Adulto";"Caramelos";"KoolDesign";5
1034;"Adulto";"Caramelos";"LaKajita";1
1034;"Adulto";"Caramelos";"DisenoColor";6
1035;"Nino";"Cuchufli";"PackPro";5
1035;"Nino";"Cuchufli";"KoolDesign";3
1035;"Nino";"Cuchufli";"LaKajita";7
1035;"Nino";"Cuchufli";"DisenoColor";6
1036;"Joven";"Galletas";"PackPro";4
1036;"Joven";"Galletas";"KoolDesign";4
1036;"Joven";"Galletas";"LaKajita";7
1036;"Joven";"Galletas";"DisenoColor";2
1037;"Adulto";"Caramelos";"PackPro";2
1037;"Adulto";"Caramelos";"KoolDesign";6
1037;"Adulto";"Caramelos";"LaKajita";3
1037;"Adulto";"Caramelos";"DisenoColor";4
1038;"Adulto";"Cuchufli";"PackPro";1
1038;"Adulto";"Cuchufli";"KoolDesign";7
1038;"Adulto";"Cuchufli";"LaKajita";6
1038;"Adulto";"Cuchufli";"DisenoColor";2
1039;"Adulto";"Queque";"PackPro";2
1039;"Adulto";"Queque";"KoolDesign";6
1039;"Adulto";"Queque";"LaKajita";2
1039;"Adulto";"Queque";"DisenoColor";7
1040;"Nino";"Cuchufli";"PackPro";7
1040;"Nino";"Cuchufli";"KoolDesign";1
1040;"Nino";"Cuchufli";"LaKajita";7
1040;"Nino";"Cuchufli";"DisenoColor";6
1041;"Joven";"Chocolate";"PackPro";4
1041;"Joven";"Chocolate";"KoolDesign";4
1041;"Joven";"Chocolate";"LaKajita";1
1041;"Joven";"Chocolate";"DisenoColor";3
1042;"Joven";"Alfajor";"PackPro";5
1042;"Joven";"Alfajor";"KoolDesign";3
1042;"Joven";"Alfajor";"LaKajita";4
1042;"Joven";"Alfajor";"DisenoColor";7
1043;"Adulto";"Cuchufli";"PackPro";2
1043;"Adulto";"Cuchufli";"KoolDesign";6
1043;"Adulto";"Cuchufli";"LaKajita";6
1043;"Adulto";"Cuchufli";"DisenoColor";5
1044;"Joven";"Queque";"PackPro";3
